rank,hand,category,description
5493,55984,1P,Pair of Fives
5494,55983,1P,Pair of Fives
5495,55982,1P,Pair of Fives
5496,55976,1P,Pair of Fives
5497,55974,1P,Pair of Fives
5498,55973,1P,Pair of Fives
5499,55972,1P,Pair of Fives
5500,55964,1P,Pair of Fives
5501,55963,1P,Pair of Fives
5502,55962,1P,Pair of Fives
5503,55943,1P,Pair of Fives
5504,55942,1P,Pair of Fives
5505,55932,1P,Pair of Fives
5506,55876,1P,Pair of Fives
5507,55874,1P,Pair of Fives
5508,55873,1P,Pair of Fives
5509,55872,1P,Pair of Fives
5510,55864,1P,Pair of Fives
5511,55863,1P,Pair of Fives
5512,55862,1P,Pair of Fives
5513,55843,1P,Pair of Fives
5514,55842,1P,Pair of Fives
5515,55832,1P,Pair of Fives
5516,55764,1P,Pair of Fives
5517,55763,1P,Pair of Fives
5518,55762,1P,Pair of Fives
5519,55743,1P,Pair of Fives
5520,55742,1P,Pair of Fives
5521,55732,1P,Pair of Fives
5522,55643,1P,Pair of Fives
5523,55642,1P,Pair of Fives
5524,55632,1P,Pair of Fives
5525,55432,1P,Pair of Fives
5526,44AKQ,1P,Pair of Fours
5527,44AKJ,1P,Pair of Fours
5528,44AKT,1P,Pair of Fours
5529,44AK9,1P,Pair of Fours
5530,44AK8,1P,Pair of Fours
5531,44AK7,1P,Pair of Fours
5532,44AK6,1P,Pair of Fours
5533,44AK5,1P,Pair of Fours
5534,44AK3,1P,Pair of Fours
5535,44AK2,1P,Pair of Fours
5536,44AQJ,1P,Pair of Fours
5537,44AQT,1P,Pair of Fours
5538,44AQ9,1P,Pair of Fours
5539,44AQ8,1P,Pair of Fours
5540,44AQ7,1P,Pair of Fours
5541,44AQ6,1P,Pair of Fours
5542,44AQ5,1P,Pair of Fours
5543,44AQ3,1P,Pair of Fours
5544,44AQ2,1P,Pair of Fours
5545,44AJT,1P,Pair of Fours
5546,44AJ9,1P,Pair of Fours
5547,44AJ8,1P,Pair of Fours
5548,44AJ7,1P,Pair of Fours
5549,44AJ6,1P,Pair of Fours
5550,44AJ5,1P,Pair of Fours
5551,44AJ3,1P,Pair of Fours
5552,44AJ2,1P,Pair of Fours
5553,44AT9,1P,Pair of Fours
5554,44AT8,1P,Pair of Fours
5555,44AT7,1P,Pair of Fours
5556,44AT6,1P,Pair of Fours
5557,44AT5,1P,Pair of Fours
5558,44AT3,1P,Pair of Fours
5559,44AT2,1P,Pair of Fours
5560,44A98,1P,Pair of Fours
5561,44A97,1P,Pair of Fours
5562,44A96,1P,Pair of Fours
5563,44A95,1P,Pair of Fours
5564,44A93,1P,Pair of Fours
5565,44A92,1P,Pair of Fours
5566,44A87,1P,Pair of Fours
5567,44A86,1P,Pair of Fours
5568,44A85,1P,Pair of Fours
5569,44A83,1P,Pair of Fours
5570,44A82,1P,Pair of Fours
5571,44A76,1P,Pair of Fours
5572,44A75,1P,Pair of Fours
5573,44A73,1P,Pair of Fours
5574,44A72,1P,Pair of Fours
5575,44A65,1P,Pair of Fours
5576,44A63,1P,Pair of Fours
5577,44A62,1P,Pair of Fours
5578,44A53,1P,Pair of Fours
5579,44A52,1P,Pair of Fours
5580,44A32,1P,Pair of Fours
5581,44KQJ,1P,Pair of Fours
5582,44KQT,1P,Pair of Fours
5583,44KQ9,1P,Pair of Fours
5584,44KQ8,1P,Pair of Fours
5585,44KQ7,1P,Pair of Fours
5586,44KQ6,1P,Pair of Fours
5587,44KQ5,1P,Pair of Fours
5588,44KQ3,1P,Pair of Fours
5589,44KQ2,1P,Pair of Fours
5590,44KJT,1P,Pair of Fours
5591,44KJ9,1P,Pair of Fours
5592,44KJ8,1P,Pair of Fours
5593,44KJ7,1P,Pair of Fours
5594,44KJ6,1P,Pair of Fours
5595,44KJ5,1P,Pair of Fours
5596,44KJ3,1P,Pair of Fours
5597,44KJ2,1P,Pair of Fours
5598,44KT9,1P,Pair of Fours
5599,44KT8,1P,Pair of Fours
5600,44KT7,1P,Pair of Fours
5601,44KT6,1P,Pair of Fours
5602,44KT5,1P,Pair of Fours
5603,44KT3,1P,Pair of Fours
5604,44KT2,1P,Pair of Fours
5605,44K98,1P,Pair of Fours
5606,44K97,1P,Pair of Fours
5607,44K96,1P,Pair of Fours
5608,44K95,1P,Pair of Fours
5609,44K93,1P,Pair of Fours
5610,44K92,1P,Pair of Fours
5611,44K87,1P,Pair of Fours
5612,44K86,1P,Pair of Fours
5613,44K85,1P,Pair of Fours
5614,44K83,1P,Pair of Fours
5615,44K82,1P,Pair of Fours
5616,44K76,1P,Pair of Fours
5617,44K75,1P,Pair of Fours
5618,44K73,1P,Pair of Fours
5619,44K72,1P,Pair of Fours
5620,44K65,1P,Pair of Fours
5621,44K63,1P,Pair of Fours
5622,44K62,1P,Pair of Fours
5623,44K53,1P,Pair of Fours
5624,44K52,1P,Pair of Fours
5625,44K32,1P,Pair of Fours
5626,44QJT,1P,Pair of Fours
5627,44QJ9,1P,Pair of Fours
5628,44QJ8,1P,Pair of Fours
5629,44QJ7,1P,Pair of Fours
5630,44QJ6,1P,Pair of Fours
5631,44QJ5,1P,Pair of Fours
5632,44QJ3,1P,Pair of Fours
5633,44QJ2,1P,Pair of Fours
5634,44QT9,1P,Pair of Fours
5635,44QT8,1P,Pair of Fours
5636,44QT7,1P,Pair of Fours
5637,44QT6,1P,Pair of Fours
5638,44QT5,1P,Pair of Fours
5639,44QT3,1P,Pair of Fours
5640,44QT2,1P,Pair of Fours
5641,44Q98,1P,Pair of Fours
5642,44Q97,1P,Pair of Fours
5643,44Q96,1P,Pair of Fours
5644,44Q95,1P,Pair of Fours
5645,44Q93,1P,Pair of Fours
5646,44Q92,1P,Pair of Fours
5647,44Q87,1P,Pair of Fours
5648,44Q86,1P,Pair of Fours
5649,44Q85,1P,Pair of Fours
5650,44Q83,1P,Pair of Fours
5651,44Q82,1P,Pair of Fours
5652,44Q76,1P,Pair of Fours
5653,44Q75,1P,Pair of Fours
5654,44Q73,1P,Pair of Fours
5655,44Q72,1P,Pair of Fours
5656,44Q65,1P,Pair of Fours
5657,44Q63,1P,Pair of Fours
5658,44Q62,1P,Pair of Fours
5659,44Q53,1P,Pair of Fours
5660,44Q52,1P,Pair of Fours
5661,44Q32,1P,Pair of Fours
5662,44JT9,1P,Pair of Fours
5663,44JT8,1P,Pair of Fours
5664,44JT7,1P,Pair of Fours
5665,44JT6,1P,Pair of Fours
5666,44JT5,1P,Pair of Fours
5667,44JT3,1P,Pair of Fours
5668,44JT2,1P,Pair of Fours
5669,44J98,1P,Pair of Fours
5670,44J97,1P,Pair of Fours
5671,44J96,1P,Pair of Fours
5672,44J95,1P,Pair of Fours
5673,44J93,1P,Pair of Fours
5674,44J92,1P,Pair of Fours
5675,44J87,1P,Pair of Fours
5676,44J86,1P,Pair of Fours
5677,44J85,1P,Pair of Fours
5678,44J83,1P,Pair of Fours
5679,44J82,1P,Pair of Fours
5680,44J76,1P,Pair of Fours
5681,44J75,1P,Pair of Fours
5682,44J73,1P,Pair of Fours
5683,44J72,1P,Pair of Fours
5684,44J65,1P,Pair of Fours
5685,44J63,1P,Pair of Fours
5686,44J62,1P,Pair of Fours
5687,44J53,1P,Pair of Fours
5688,44J52,1P,Pair of Fours
5689,44J32,1P,Pair of Fours
5690,44T98,1P,Pair of Fours
5691,44T97,1P,Pair of Fours
5692,44T96,1P,Pair of Fours
5693,44T95,1P,Pair of Fours
5694,44T93,1P,Pair of Fours
5695,44T92,1P,Pair of Fours
5696,44T87,1P,Pair of Fours
5697,44T86,1P,Pair of Fours
5698,44T85,1P,Pair of Fours
5699,44T83,1P,Pair of Fours
5700,44T82,1P,Pair of Fours
5701,44T76,1P,Pair of Fours
5702,44T75,1P,Pair of Fours
5703,44T73,1P,Pair of Fours
5704,44T72,1P,Pair of Fours
5705,44T65,1P,Pair of Fours
5706,44T63,1P,Pair of Fours
5707,44T62,1P,Pair of Fours
5708,44T53,1P,Pair of Fours
5709,44T52,1P,Pair of Fours
5710,44T32,1P,Pair of Fours
5711,44987,1P,Pair of Fours
5712,44986,1P,Pair of Fours
5713,44985,1P,Pair of Fours
5714,44983,1P,Pair of Fours
5715,44982,1P,Pair of Fours
5716,44976,1P,Pair of Fours
5717,44975,1P,Pair of Fours
5718,44973,1P,Pair of Fours
5719,44972,1P,Pair of Fours
5720,44965,1P,Pair of Fours
5721,44963,1P,Pair of Fours
5722,44962,1P,Pair of Fours
5723,44953,1P,Pair of Fours
5724,44952,1P,Pair of Fours
5725,44932,1P,Pair of Fours
5726,44876,1P,Pair of Fours
5727,44875,1P,Pair of Fours
5728,44873,1P,Pair of Fours
5729,44872,1P,Pair of Fours
5730,44865,1P,Pair of Fours
5731,44863,1P,Pair of Fours
5732,44862,1P,Pair of Fours
5733,44853,1P,Pair of Fours
5734,44852,1P,Pair of Fours
5735,44832,1P,Pair of Fours
5736,44765,1P,Pair of Fours
5737,44763,1P,Pair of Fours
5738,44762,1P,Pair of Fours
5739,44753,1P,Pair of Fours
5740,44752,1P,Pair of Fours
5741,44732,1P,Pair of Fours
5742,44653,1P,Pair of Fours
5743,44652,1P,Pair of Fours
5744,44632,1P,Pair of Fours
5745,44532,1P,Pair of Fours
5746,33AKQ,1P,Pair of Treys
5747,33AKJ,1P,Pair of Treys
5748,33AKT,1P,Pair of Treys
5749,33AK9,1P,Pair of Treys
5750,33AK8,1P,Pair of Treys
5751,33AK7,1P,Pair of Treys
5752,33AK6,1P,Pair of Treys
5753,33AK5,1P,Pair of Treys
5754,33AK4,1P,Pair of Treys
5755,33AK2,1P,Pair of Treys
5756,33AQJ,1P,Pair of Treys
5757,33AQT,1P,Pair of Treys
5758,33AQ9,1P,Pair of Treys
5759,33AQ8,1P,Pair of Treys
5760,33AQ7,1P,Pair of Treys
5761,33AQ6,1P,Pair of Treys
5762,33AQ5,1P,Pair of Treys
5763,33AQ4,1P,Pair of Treys
5764,33AQ2,1P,Pair of Treys
5765,33AJT,1P,Pair of Treys
5766,33AJ9,1P,Pair of Treys
5767,33AJ8,1P,Pair of Treys
5768,33AJ7,1P,Pair of Treys
5769,33AJ6,1P,Pair of Treys
5770,33AJ5,1P,Pair of Treys
5771,33AJ4,1P,Pair of Treys
5772,33AJ2,1P,Pair of Treys
5773,33AT9,1P,Pair of Treys
5774,33AT8,1P,Pair of Treys
5775,33AT7,1P,Pair of Treys
5776,33AT6,1P,Pair of Treys
5777,33AT5,1P,Pair of Treys
5778,33AT4,1P,Pair of Treys
5779,33AT2,1P,Pair of Treys
5780,33A98,1P,Pair of Treys
5781,33A97,1P,Pair of Treys
5782,33A96,1P,Pair of Treys
5783,33A95,1P,Pair of Treys
5784,33A94,1P,Pair of Treys
5785,33A92,1P,Pair of Treys
5786,33A87,1P,Pair of Treys
5787,33A86,1P,Pair of Treys
5788,33A85,1P,Pair of Treys
5789,33A84,1P,Pair of Treys
5790,33A82,1P,Pair of Treys
5791,33A76,1P,Pair of Treys
5792,33A75,1P,Pair of Treys
5793,33A74,1P,Pair of Treys
5794,33A72,1P,Pair of Treys
5795,33A65,1P,Pair of Treys
5796,33A64,1P,Pair of Treys
5797,33A62,1P,Pair of Treys
5798,33A54,1P,Pair of Treys
5799,33A52,1P,Pair of Treys
5800,33A42,1P,Pair of Treys
5801,33KQJ,1P,Pair of Treys
5802,33KQT,1P,Pair of Treys
5803,33KQ9,1P,Pair of Treys
5804,33KQ8,1P,Pair of Treys
5805,33KQ7,1P,Pair of Treys
5806,33KQ6,1P,Pair of Treys
5807,33KQ5,1P,Pair of Treys
5808,33KQ4,1P,Pair of Treys
5809,33KQ2,1P,Pair of Treys
5810,33KJT,1P,Pair of Treys
5811,33KJ9,1P,Pair of Treys
5812,33KJ8,1P,Pair of Treys
5813,33KJ7,1P,Pair of Treys
5814,33KJ6,1P,Pair of Treys
5815,33KJ5,1P,Pair of Treys
5816,33KJ4,1P,Pair of Treys
5817,33KJ2,1P,Pair of Treys
5818,33KT9,1P,Pair of Treys
5819,33KT8,1P,Pair of Treys
5820,33KT7,1P,Pair of Treys
5821,33KT6,1P,Pair of Treys
5822,33KT5,1P,Pair of Treys
5823,33KT4,1P,Pair of Treys
5824,33KT2,1P,Pair of Treys
5825,33K98,1P,Pair of Treys
5826,33K97,1P,Pair of Treys
5827,33K96,1P,Pair of Treys
5828,33K95,1P,Pair of Treys
5829,33K94,1P,Pair of Treys
5830,33K92,1P,Pair of Treys
5831,33K87,1P,Pair of Treys
5832,33K86,1P,Pair of Treys
5833,33K85,1P,Pair of Treys
5834,33K84,1P,Pair of Treys
5835,33K82,1P,Pair of Treys
5836,33K76,1P,Pair of Treys
5837,33K75,1P,Pair of Treys
5838,33K74,1P,Pair of Treys
5839,33K72,1P,Pair of Treys
5840,33K65,1P,Pair of Treys
5841,33K64,1P,Pair of Treys
5842,33K62,1P,Pair of Treys
5843,33K54,1P,Pair of Treys
5844,33K52,1P,Pair of Treys
5845,33K42,1P,Pair of Treys
5846,33QJT,1P,Pair of Treys
5847,33QJ9,1P,Pair of Treys
5848,33QJ8,1P,Pair of Treys
5849,33QJ7,1P,Pair of Treys
5850,33QJ6,1P,Pair of Treys
5851,33QJ5,1P,Pair of Treys
5852,33QJ4,1P,Pair of Treys
5853,33QJ2,1P,Pair of Treys
5854,33QT9,1P,Pair of Treys
5855,33QT8,1P,Pair of Treys
5856,33QT7,1P,Pair of Treys
5857,33QT6,1P,Pair of Treys
5858,33QT5,1P,Pair of Treys
5859,33QT4,1P,Pair of Treys
5860,33QT2,1P,Pair of Treys
5861,33Q98,1P,Pair of Treys
5862,33Q97,1P,Pair of Treys
5863,33Q96,1P,Pair of Treys
5864,33Q95,1P,Pair of Treys
5865,33Q94,1P,Pair of Treys
5866,33Q92,1P,Pair of Treys
5867,33Q87,1P,Pair of Treys
5868,33Q86,1P,Pair of Treys
5869,33Q85,1P,Pair of Treys
5870,33Q84,1P,Pair of Treys
5871,33Q82,1P,Pair of Treys
5872,33Q76,1P,Pair of Treys
5873,33Q75,1P,Pair of Treys
5874,33Q74,1P,Pair of Treys
5875,33Q72,1P,Pair of Treys
5876,33Q65,1P,Pair of Treys
5877,33Q64,1P,Pair of Treys
5878,33Q62,1P,Pair of Treys
5879,33Q54,1P,Pair of Treys
5880,33Q52,1P,Pair of Treys
5881,33Q42,1P,Pair of Treys
5882,33JT9,1P,Pair of Treys
5883,33JT8,1P,Pair of Treys
5884,33JT7,1P,Pair of Treys
5885,33JT6,1P,Pair of Treys
5886,33JT5,1P,Pair of Treys
5887,33JT4,1P,Pair of Treys
5888,33JT2,1P,Pair of Treys
5889,33J98,1P,Pair of Treys
5890,33J97,1P,Pair of Treys
5891,33J96,1P,Pair of Treys
5892,33J95,1P,Pair of Treys
5893,33J94,1P,Pair of Treys
5894,33J92,1P,Pair of Treys
5895,33J87,1P,Pair of Treys
5896,33J86,1P,Pair of Treys
5897,33J85,1P,Pair of Treys
5898,33J84,1P,Pair of Treys
5899,33J82,1P,Pair of Treys
5900,33J76,1P,Pair of Treys
5901,33J75,1P,Pair of Treys
5902,33J74,1P,Pair of Treys
5903,33J72,1P,Pair of Treys
5904,33J65,1P,Pair of Treys
5905,33J64,1P,Pair of Treys
5906,33J62,1P,Pair of Treys
5907,33J54,1P,Pair of Treys
5908,33J52,1P,Pair of Treys
5909,33J42,1P,Pair of Treys
5910,33T98,1P,Pair of Treys
5911,33T97,1P,Pair of Treys
5912,33T96,1P,Pair of Treys
5913,33T95,1P,Pair of Treys
5914,33T94,1P,Pair of Treys
5915,33T92,1P,Pair of Treys
5916,33T87,1P,Pair of Treys
5917,33T86,1P,Pair of Treys
5918,33T85,1P,Pair of Treys
5919,33T84,1P,Pair of Treys
5920,33T82,1P,Pair of Treys
5921,33T76,1P,Pair of Treys
5922,33T75,1P,Pair of Treys
5923,33T74,1P,Pair of Treys
5924,33T72,1P,Pair of Treys
5925,33T65,1P,Pair of Treys
5926,33T64,1P,Pair of Treys
5927,33T62,1P,Pair of Treys
5928,33T54,1P,Pair of Treys
5929,33T52,1P,Pair of Treys
5930,33T42,1P,Pair of Treys
5931,33987,1P,Pair of Treys
5932,33986,1P,Pair of Treys
5933,33985,1P,Pair of Treys
5934,33984,1P,Pair of Treys
5935,33982,1P,Pair of Treys
5936,33976,1P,Pair of Treys
5937,33975,1P,Pair of Treys
5938,33974,1P,Pair of Treys
5939,33972,1P,Pair of Treys
5940,33965,1P,Pair of Treys
5941,33964,1P,Pair of Treys
5942,33962,1P,Pair of Treys
5943,33954,1P,Pair of Treys
5944,33952,1P,Pair of Treys
5945,33942,1P,Pair of Treys
5946,33876,1P,Pair of Treys
5947,33875,1P,Pair of Treys
5948,33874,1P,Pair of Treys
5949,33872,1P,Pair of Treys
5950,33865,1P,Pair of Treys
5951,33864,1P,Pair of Treys
5952,33862,1P,Pair of Treys
5953,33854,1P,Pair of Treys
5954,33852,1P,Pair of Treys
5955,33842,1P,Pair of Treys
5956,33765,1P,Pair of Treys
5957,33764,1P,Pair of Treys
5958,33762,1P,Pair of Treys
5959,33754,1P,Pair of Treys
5960,33752,1P,Pair of Treys
5961,33742,1P,Pair of Treys
5962,33654,1P,Pair of Treys
5963,33652,1P,Pair of Treys
5964,33642,1P,Pair of Treys
5965,33542,1P,Pair of Treys
5966,22AKQ,1P,Pair of Deuces
5967,22AKJ,1P,Pair of Deuces
5968,22AKT,1P,Pair of Deuces
5969,22AK9,1P,Pair of Deuces
5970,22AK8,1P,Pair of Deuces
5971,22AK7,1P,Pair of Deuces
5972,22AK6,1P,Pair of Deuces
5973,22AK5,1P,Pair of Deuces
5974,22AK4,1P,Pair of Deuces
5975,22AK3,1P,Pair of Deuces
5976,22AQJ,1P,Pair of Deuces
5977,22AQT,1P,Pair of Deuces
5978,22AQ9,1P,Pair of Deuces
5979,22AQ8,1P,Pair of Deuces
5980,22AQ7,1P,Pair of Deuces
5981,22AQ6,1P,Pair of Deuces
5982,22AQ5,1P,Pair of Deuces
5983,22AQ4,1P,Pair of Deuces
5984,22AQ3,1P,Pair of Deuces
5985,22AJT,1P,Pair of Deuces
5986,22AJ9,1P,Pair of Deuces
5987,22AJ8,1P,Pair of Deuces
5988,22AJ7,1P,Pair of Deuces
5989,22AJ6,1P,Pair of Deuces
5990,22AJ5,1P,Pair of Deuces
5991,22AJ4,1P,Pair of Deuces
5992,22AJ3,1P,Pair of Deuces
5993,22AT9,1P,Pair of Deuces
5994,22AT8,1P,Pair of Deuces
5995,22AT7,1P,Pair of Deuces
5996,22AT6,1P,Pair of Deuces
5997,22AT5,1P,Pair of Deuces
5998,22AT4,1P,Pair of Deuces
5999,22AT3,1P,Pair of Deuces
6000,22A98,1P,Pair of Deuces
6001,22A97,1P,Pair of Deuces
6002,22A96,1P,Pair of Deuces
6003,22A95,1P,Pair of Deuces
6004,22A94,1P,Pair of Deuces
6005,22A93,1P,Pair of Deuces
6006,22A87,1P,Pair of Deuces
6007,22A86,1P,Pair of Deuces
6008,22A85,1P,Pair of Deuces
6009,22A84,1P,Pair of Deuces
6010,22A83,1P,Pair of Deuces
6011,22A76,1P,Pair of Deuces
6012,22A75,1P,Pair of Deuces
6013,22A74,1P,Pair of Deuces
6014,22A73,1P,Pair of Deuces
6015,22A65,1P,Pair of Deuces
6016,22A64,1P,Pair of Deuces
6017,22A63,1P,Pair of Deuces
6018,22A54,1P,Pair of Deuces
6019,22A53,1P,Pair of Deuces
6020,22A43,1P,Pair of Deuces
6021,22KQJ,1P,Pair of Deuces
6022,22KQT,1P,Pair of Deuces
6023,22KQ9,1P,Pair of Deuces
6024,22KQ8,1P,Pair of Deuces
6025,22KQ7,1P,Pair of Deuces
6026,22KQ6,1P,Pair of Deuces
6027,22KQ5,1P,Pair of Deuces
6028,22KQ4,1P,Pair of Deuces
6029,22KQ3,1P,Pair of Deuces
6030,22KJT,1P,Pair of Deuces
6031,22KJ9,1P,Pair of Deuces
6032,22KJ8,1P,Pair of Deuces
6033,22KJ7,1P,Pair of Deuces
6034,22KJ6,1P,Pair of Deuces
6035,22KJ5,1P,Pair of Deuces
6036,22KJ4,1P,Pair of Deuces
6037,22KJ3,1P,Pair of Deuces
6038,22KT9,1P,Pair of Deuces
6039,22KT8,1P,Pair of Deuces
6040,22KT7,1P,Pair of Deuces
6041,22KT6,1P,Pair of Deuces
6042,22KT5,1P,Pair of Deuces
6043,22KT4,1P,Pair of Deuces
6044,22KT3,1P,Pair of Deuces
6045,22K98,1P,Pair of Deuces
6046,22K97,1P,Pair of Deuces
6047,22K96,1P,Pair of Deuces
6048,22K95,1P,Pair of Deuces
6049,22K94,1P,Pair of Deuces
6050,22K93,1P,Pair of Deuces
6051,22K87,1P,Pair of Deuces
6052,22K86,1P,Pair of Deuces
6053,22K85,1P,Pair of Deuces
6054,22K84,1P,Pair of Deuces
6055,22K83,1P,Pair of Deuces
6056,22K76,1P,Pair of Deuces
6057,22K75,1P,Pair of Deuces
6058,22K74,1P,Pair of Deuces
6059,22K73,1P,Pair of Deuces
6060,22K65,1P,Pair of Deuces
6061,22K64,1P,Pair of Deuces
6062,22K63,1P,Pair of Deuces
6063,22K54,1P,Pair of Deuces
6064,22K53,1P,Pair of Deuces
6065,22K43,1P,Pair of Deuces
6066,22QJT,1P,Pair of Deuces
6067,22QJ9,1P,Pair of Deuces
6068,22QJ8,1P,Pair of Deuces
6069,22QJ7,1P,Pair of Deuces
6070,22QJ6,1P,Pair of Deuces
6071,22QJ5,1P,Pair of Deuces
6072,22QJ4,1P,Pair of Deuces
6073,22QJ3,1P,Pair of Deuces
6074,22QT9,1P,Pair of Deuces
6075,22QT8,1P,Pair of Deuces
6076,22QT7,1P,Pair of Deuces
6077,22QT6,1P,Pair of Deuces
6078,22QT5,1P,Pair of Deuces
6079,22QT4,1P,Pair of Deuces
6080,22QT3,1P,Pair of Deuces
6081,22Q98,1P,Pair of Deuces
6082,22Q97,1P,Pair of Deuces
6083,22Q96,1P,Pair of Deuces
6084,22Q95,1P,Pair of Deuces
6085,22Q94,1P,Pair of Deuces
6086,22Q93,1P,Pair of Deuces
6087,22Q87,1P,Pair of Deuces
6088,22Q86,1P,Pair of Deuces
6089,22Q85,1P,Pair of Deuces
6090,22Q84,1P,Pair of Deuces
6091,22Q83,1P,Pair of Deuces
6092,22Q76,1P,Pair of Deuces
6093,22Q75,1P,Pair of Deuces
6094,22Q74,1P,Pair of Deuces
6095,22Q73,1P,Pair of Deuces
6096,22Q65,1P,Pair of Deuces
6097,22Q64,1P,Pair of Deuces
6098,22Q63,1P,Pair of Deuces
6099,22Q54,1P,Pair of Deuces
6100,22Q53,1P,Pair of Deuces
6101,22Q43,1P,Pair of Deuces
6102,22JT9,1P,Pair of Deuces
6103,22JT8,1P,Pair of Deuces
6104,22JT7,1P,Pair of Deuces
6105,22JT6,1P,Pair of Deuces
6106,22JT5,1P,Pair of Deuces
6107,22JT4,1P,Pair of Deuces
6108,22JT3,1P,Pair of Deuces
6109,22J98,1P,Pair of Deuces
6110,22J97,1P,Pair of Deuces
6111,22J96,1P,Pair of Deuces
6112,22J95,1P,Pair of Deuces
6113,22J94,1P,Pair of Deuces
6114,22J93,1P,Pair of Deuces
6115,22J87,1P,Pair of Deuces
6116,22J86,1P,Pair of Deuces
6117,22J85,1P,Pair of Deuces
6118,22J84,1P,Pair of Deuces
6119,22J83,1P,Pair of Deuces
6120,22J76,1P,Pair of Deuces
6121,22J75,1P,Pair of Deuces
6122,22J74,1P,Pair of Deuces
6123,22J73,1P,Pair of Deuces
6124,22J65,1P,Pair of Deuces
6125,22J64,1P,Pair of Deuces
6126,22J63,1P,Pair of Deuces
6127,22J54,1P,Pair of Deuces
6128,22J53,1P,Pair of Deuces
6129,22J43,1P,Pair of Deuces
6130,22T98,1P,Pair of Deuces
6131,22T97,1P,Pair of Deuces
6132,22T96,1P,Pair of Deuces
6133,22T95,1P,Pair of Deuces
6134,22T94,1P,Pair of Deuces
6135,22T93,1P,Pair of Deuces
6136,22T87,1P,Pair of Deuces
6137,22T86,1P,Pair of Deuces
6138,22T85,1P,Pair of Deuces
6139,22T84,1P,Pair of Deuces
6140,22T83,1P,Pair of Deuces
6141,22T76,1P,Pair of Deuces
6142,22T75,1P,Pair of Deuces
6143,22T74,1P,Pair of Deuces
6144,22T73,1P,Pair of Deuces
6145,22T65,1P,Pair of Deuces
6146,22T64,1P,Pair of Deuces
6147,22T63,1P,Pair of Deuces
6148,22T54,1P,Pair of Deuces
6149,22T53,1P,Pair of Deuces
6150,22T43,1P,Pair of Deuces
6151,22987,1P,Pair of Deuces
6152,22986,1P,Pair of Deuces
6153,22985,1P,Pair of Deuces
6154,22984,1P,Pair of Deuces
6155,22983,1P,Pair of Deuces
6156,22976,1P,Pair of Deuces
6157,22975,1P,Pair of Deuces
6158,22974,1P,Pair of Deuces
6159,22973,1P,Pair of Deuces
6160,22965,1P,Pair of Deuces
6161,22964,1P,Pair of Deuces
6162,22963,1P,Pair of Deuces
6163,22954,1P,Pair of Deuces
6164,22953,1P,Pair of Deuces
6165,22943,1P,Pair of Deuces
6166,22876,1P,Pair of Deuces
6167,22875,1P,Pair of Deuces
6168,22874,1P,Pair of Deuces
6169,22873,1P,Pair of Deuces
6170,22865,1P,Pair of Deuces
6171,22864,1P,Pair of Deuces
6172,22863,1P,Pair of Deuces
6173,22854,1P,Pair of Deuces
6174,22853,1P,Pair of Deuces
6175,22843,1P,Pair of Deuces
6176,22765,1P,Pair of Deuces
6177,22764,1P,Pair of Deuces
6178,22763,1P,Pair of Deuces
6179,22754,1P,Pair of Deuces
6180,22753,1P,Pair of Deuces
6181,22743,1P,Pair of Deuces
6182,22654,1P,Pair of Deuces
6183,22653,1P,Pair of Deuces
6184,22643,1P,Pair of Deuces
6185,22543,1P,Pair of Deuces
6186,AKQJ9,HC,Ace-High
6187,AKQJ8,HC,Ace-High
6188,AKQJ7,HC,Ace-High
6189,AKQJ6,HC,Ace-High
6190,AKQJ5,HC,Ace-High
6191,AKQJ4,HC,Ace-High
6192,AKQJ3,HC,Ace-High
6193,AKQJ2,HC,Ace-High
6194,AKQT9,HC,Ace-High
6195,AKQT8,HC,Ace-High
6196,AKQT7,HC,Ace-High
6197,AKQT6,HC,Ace-High
6198,AKQT5,HC,Ace-High
6199,AKQT4,HC,Ace-High
6200,AKQT3,HC,Ace-High
6201,AKQT2,HC,Ace-High
6202,AKQ98,HC,Ace-High
6203,AKQ97,HC,Ace-High
6204,AKQ96,HC,Ace-High
6205,AKQ95,HC,Ace-High
6206,AKQ94,HC,Ace-High
6207,AKQ93,HC,Ace-High
6208,AKQ92,HC,Ace-High
6209,AKQ87,HC,Ace-High
6210,AKQ86,HC,Ace-High
6211,AKQ85,HC,Ace-High
6212,AKQ84,HC,Ace-High
6213,AKQ83,HC,Ace-High
6214,AKQ82,HC,Ace-High
6215,AKQ76,HC,Ace-High
6216,AKQ75,HC,Ace-High
6217,AKQ74,HC,Ace-High
6218,AKQ73,HC,Ace-High
6219,AKQ72,HC,Ace-High
6220,AKQ65,HC,Ace-High
6221,AKQ64,HC,Ace-High
6222,AKQ63,HC,Ace-High
6223,AKQ62,HC,Ace-High
6224,AKQ54,HC,Ace-High
6225,AKQ53,HC,Ace-High
6226,AKQ52,HC,Ace-High
6227,AKQ43,HC,Ace-High
6228,AKQ42,HC,Ace-High
6229,AKQ32,HC,Ace-High
6230,AKJT9,HC,Ace-High
6231,AKJT8,HC,Ace-High
6232,AKJT7,HC,Ace-High
6233,AKJT6,HC,Ace-High
6234,AKJT5,HC,Ace-High
6235,AKJT4,HC,Ace-High
6236,AKJT3,HC,Ace-High
6237,AKJT2,HC,Ace-High
6238,AKJ98,HC,Ace-High
6239,AKJ97,HC,Ace-High
6240,AKJ96,HC,Ace-High
